Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.234.128,46576,192.168.234.131,80,6,2024-04-28 20:44:29,0.0,1,0,455,0,455.0,455.0,455.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,455,455,455.0,0.0,0.0,1,0,0,0,0,0,0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,502,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.234.128,42320,192.168.234.131,80,6,2024-04-28 20:44:29,0.0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,474,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.234.128,42260,192.168.234.131,80,6,2024-04-28 20:44:29,0.0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,481,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.234.131,80,192.168.234.128,42286,6,2024-04-28 20:44:29,0.0,1,0,3526,0,3526.0,3526.0,3526.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,3526,3526,3526.0,0.0,0.0,1,0,0,0,0,0,0,0.0,3526.0,0.0,0.0,0.0,0.0,0.0,0.0,504,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.234.131,80,192.168.234.128,42946,6,2024-04-28 20:44:29,0.0,1,0,7306,0,7306.0,7306.0,7306.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,7306,7306,7306.0,0.0,0.0,1,0,0,0,0,0,0,0.0,7306.0,0.0,0.0,0.0,0.0,0.0,0.0,505,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.234.131,80,192.168.234.128,43004,6,2024-04-28 20:44:29,0.0,1,0,7306,0,7306.0,7306.0,7306.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,7306,7306,7306.0,0.0,0.0,1,0,0,0,0,0,0,0.0,7306.0,0.0,0.0,0.0,0.0,0.0,0.0,504,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.234.128,43080,192.168.234.131,80,6,2024-04-28 20:44:29,0.0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,474,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.234.128,43098,192.168.234.131,80,6,2024-04-28 20:44:29,0.0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,489,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.234.131,80,192.168.234.128,43118,6,2024-04-28 20:44:29,0.0,1,0,3526,0,3526.0,3526.0,3526.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,3526,3526,3526.0,0.0,0.0,1,0,0,0,0,0,0,0.0,3526.0,0.0,0.0,0.0,0.0,0.0,0.0,505,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.234.128,43128,192.168.234.131,80,6,2024-04-28 20:44:29,0.0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,474,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
